ID,param_0,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,estim_throughput_0,logic,mem,ram,dsp,fmax,fit
../benchmarks/raycasting175,0,1,1,1,0,1,0,1,46,22,41,22,5.72205e-05,77116,7413164,791,57,250.5,Y
../benchmarks/raycasting176,0,1,1,1,0,1,0,2,48,23,41,29,5.72205e-05,80221,7777688,820,74,245.94,Y
../benchmarks/raycasting177,0,1,1,1,0,1,1,0,41,19,31,22,0.234375,75617,5830170,667,57,273.89,Y
../benchmarks/raycasting178,0,1,1,1,0,1,1,1,41,19,32,25,0.234375,74766,5921050,678,63,290.19,Y
../benchmarks/raycasting179,0,1,1,1,0,1,1,2,42,20,33,31,0.234375,77890,6048002,697,80,283.52,Y
../benchmarks/raycasting180,0,1,1,1,1,0,0,0,45,21,38,21,5.72205e-05,77330,6888556,748,53,249.37,Y
../benchmarks/raycasting181,0,1,1,1,1,0,0,1,46,22,39,24,5.72205e-05,76687,7267564,773,61,242.89,Y
../benchmarks/raycasting182,0,1,1,1,1,0,0,2,47,22,40,30,5.72205e-05,79823,7630900,801,78,252.33,Y
../benchmarks/raycasting183,0,1,1,1,1,0,1,0,40,18,29,23,0.234375,75666,5689626,647,59,274.64,Y
../benchmarks/raycasting184,0,1,1,1,1,0,1,1,41,19,30,26,0.234375,74851,5780506,658,67,284.33,Y
../benchmarks/raycasting185,0,1,1,1,1,0,1,2,42,20,31,33,0.234375,77988,5907458,677,84,266.66,Y
../benchmarks/raycasting186,0,1,1,1,1,1,0,0,44,21,37,20,5.72205e-05,77013,6883884,747,51,257.52,Y
../benchmarks/raycasting187,0,1,1,1,1,1,0,1,45,21,39,22,5.72205e-05,76452,7262892,772,57,246.24,Y
../benchmarks/raycasting188,0,1,1,1,1,1,0,2,47,22,39,29,5.72205e-05,79503,7627416,801,74,237.64,Y
../benchmarks/raycasting189,0,1,1,1,1,1,1,0,40,18,29,22,0.234375,75395,5679386,646,57,288.18,Y
../benchmarks/raycasting190,0,1,1,1,1,1,1,1,40,19,30,25,0.234375,74502,5770266,657,63,289.1,Y
../benchmarks/raycasting191,0,1,1,1,1,1,1,2,42,20,31,31,0.234375,-1,-1,-1,-1,-1,N
../benchmarks/raycasting195,1,0,0,0,0,0,1,0,62,33,35,27,0.000147466,116763,8667150,1128,69,256.27,Y
../benchmarks/raycasting196,1,0,0,0,0,0,1,1,62,33,35,30,0.000147466,116433,8774030,1145,77,248.07,Y
../benchmarks/raycasting197,1,0,0,0,0,0,1,2,64,34,36,37,0.000147466,120398,9016086,1168,94,259.13,Y
../benchmarks/raycasting201,1,0,0,0,0,1,1,0,62,32,35,26,0.000147466,116590,8667150,1128,67,263.29,Y
../benchmarks/raycasting202,1,0,0,0,0,1,1,1,62,33,35,29,0.000147466,115607,8725390,1142,73,252.97,Y
../benchmarks/raycasting203,1,0,0,0,0,1,1,2,63,34,36,35,0.000147466,119614,8970006,1168,90,249.19,Y
../benchmarks/raycasting207,1,0,0,0,1,0,1,0,66,33,38,27,0.000147484,117760,11209074,1254,69,247.52,Y
../benchmarks/raycasting208,1,0,0,0,1,0,1,1,66,34,39,30,0.000147484,117392,11315954,1271,77,259.06,Y
../benchmarks/raycasting209,1,0,0,0,1,0,1,2,68,35,39,37,0.000147484,121318,11558010,1294,94,254.9,Y
../benchmarks/raycasting213,1,0,0,0,1,1,1,0,66,33,38,26,0.000147484,117513,11209074,1254,67,261.3,Y
../benchmarks/raycasting214,1,0,0,0,1,1,1,1,66,34,39,29,0.000147484,116537,11267314,1268,73,260.62,Y
../benchmarks/raycasting215,1,0,0,0,1,1,1,2,68,35,39,35,0.000147484,120517,11511930,1294,90,245.33,Y
../benchmarks/raycasting219,1,0,0,1,0,0,1,0,79,40,63,27,0.000131084,125477,20446734,1718,69,247.58,Y
../benchmarks/raycasting220,1,0,0,1,0,0,1,1,79,40,64,30,0.000131084,125262,20522382,1732,77,252.58,Y
../benchmarks/raycasting221,1,0,0,1,0,0,1,2,81,41,64,37,0.000131084,128964,20833558,1757,94,250.68,Y
../benchmarks/raycasting225,1,0,0,1,0,1,1,0,79,40,63,26,0.000131084,125274,20446734,1718,67,251.19,Y
../benchmarks/raycasting226,1,0,0,1,0,1,1,1,79,40,64,29,0.000131084,124471,20450702,1729,73,246.18,Y
../benchmarks/raycasting227,1,0,0,1,0,1,1,2,81,41,64,35,0.000131084,128195,20764438,1757,90,255.95,Y
../benchmarks/raycasting231,1,0,0,1,1,0,1,0,84,41,67,27,0.000131098,126585,22986822,1844,69,221.58,Y
../benchmarks/raycasting232,1,0,0,1,1,0,1,1,84,41,67,30,0.000131098,126354,23062470,1858,77,256.87,Y
