ID_x,knob_point_interpolation,knob_normal_interpolation,knob_nabla_unroll,knob_hessian_unroll,knob_branch,knob_nabla_sumtype,knob_hessian_sumtype,knob_shift_register,knob_flatten_loop,knob_use_wi,knob_pipe_depth,knob_compute_units,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/icp217,0,0,1,0,0,2,0,2,1,0,2,1,75,38,51,56,2.54235e-05,25569,621889,231,65,115.94,Y,217,icp217_timing.csv,574.96989899,0.0,759.766272727,37.3406363636,0.0,722.311969697,0.0,383.510272727,82.4257171717,301.017494949,1748.80777778,,217,0.031877
../benchmarks/icp218,0,0,1,0,0,2,0,4,0,0,2,1,80,41,52,56,1.12993e-05,29441,603306,229,65,108.38,Y,218,icp218_timing.csv,612.291757576,0.0,765.042191919,37.8585858586,0.0,727.064373737,0.0,387.180020202,83.2096363636,303.893686869,1795.84505051,,218,0.031526
../benchmarks/icp219,0,0,1,0,0,2,0,4,1,0,2,1,79,40,52,56,2.54235e-05,28748,629829,231,65,114.01,Y,219,icp219_timing.csv,582.05659596,0.0,759.425808081,37.478989899,0.0,721.833656566,0.0,383.905020202,82.021989899,301.815979798,1756.37383838,,219,0.031702
../benchmarks/icp240,0,0,1,0,1,0,0,2,0,0,2,1,73,38,51,52,3.19268e-05,23844,586593,220,60,116.83,Y,240,icp240_timing.csv,627.49289899,0.0,759.198848485,37.3523131313,0.0,721.733646465,0.0,382.914767677,82.3405858586,300.507464646,1800.23515152,,240,0.031844
../benchmarks/icp241,0,0,1,0,1,0,0,2,1,0,2,1,73,38,50,52,3.19268e-05,24168,612469,229,60,117.3,Y,241,icp241_timing.csv,624.905,0.0,759.444030303,37.4216262626,0.0,721.909080808,0.0,384.150484848,82.9162525253,301.166424242,1799.36393939,,241,0.031629
../benchmarks/icp252,0,0,1,0,1,1,0,2,0,0,2,1,71,36,52,52,3.19268e-05,24158,586127,219,60,117.75,Y,252,icp252_timing.csv,581.74779798,0.0,759.934373737,37.436010101,0.0,722.386555556,0.0,383.774414141,81.9088585859,301.799616162,1756.53535354,,252,0.031904
../benchmarks/icp253,0,0,1,0,1,1,0,2,1,0,2,1,70,36,51,52,3.19268e-05,24206,611395,226,60,118.52,Y,253,icp253_timing.csv,579.028111111,0.0,774.181434343,38.492,0.0,735.573434343,0.0,386.468929293,82.5452828283,303.851828283,1770.07252525,,253,0.031749
../benchmarks/icp264,0,0,1,0,1,2,0,2,0,0,2,1,80,41,58,52,3.19268e-05,26257,606251,243,60,116.21,Y,264,icp264_timing.csv,587.643323232,0.0,760.215626263,37.7782525253,0.0,722.323181818,0.0,384.741878788,82.1905757576,302.484424242,1763.39737374,,264,0.031692
../benchmarks/icp265,0,0,1,0,1,2,0,2,1,0,2,1,79,40,57,52,3.19268e-05,26226,631519,250,60,114.82,Y,265,icp265_timing.csv,594.417888889,0.0,761.773757576,37.617,0.0,724.038474747,0.0,387.015363636,82.7959292929,304.14540404,1775.22636364,,265,0.031622
../benchmarks/icp266,0,0,1,0,1,2,0,4,0,0,2,1,85,44,59,52,3.19268e-05,30161,613167,243,60,117.34,Y,266,icp266_timing.csv,581.669333333,0.0,759.743393939,37.3781111111,0.0,722.254010101,0.0,383.69159596,82.0526161616,301.573454545,1755.69676768,,266,0.031857
