ID_x,knob_interpolate,knob_refine,knob_index_cache,knob_hash_clcache,knob_voxel_clcache,knob_hardcode_size,knob_use_wi,knob_minmax,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_EstimatedRaycast,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/raycasting45,0,0,0,1,1,1,1,0,82,37,56,42,0.195312,24998,1208271,255,41,130.78,Y,45,raycasting45_timing.csv,535.049434343,0,194.060111111,37.9248282828,0,156.021585859,32.32209091,0,384.282969697,81.9369191919,302.27740404,1143.90808081,,45,0.031363
../benchmarks/raycasting46,0,0,0,1,1,1,1,1,80,38,59,47,0.195312,24031,1266391,264,47,132.76,Y,46,raycasting46_timing.csv,534.833747475,0,192.619888889,37.4313030303,0,155.073676768,31.374181819,0,383.345373737,82.9577272727,300.319111111,1141.91939394,,46,0.031614
../benchmarks/raycasting47,0,0,0,1,1,1,1,2,85,40,63,63,0.195312,26289,1365657,305,64,130.82,Y,47,raycasting47_timing.csv,534.572373737,0,186.668232323,37.2973232323,0,149.255474747,25.555979798,0,382.648484848,81.8452727273,300.736292929,1135.03232323,,47,0.03169
../benchmarks/raycasting48,0,0,1,0,0,0,0,0,80,39,54,38,4.76837E-005,24703,1187633,292,40,129.13,Y,48,raycasting48_timing.csv,534.989757576,0,1002.99768687,37.5615151515,0,965.317222222,841.617727273,0,380.103262626,81.4465858586,298.589141414,1948.80505051,,48,0.031513
../benchmarks/raycasting49,0,0,1,0,0,0,0,1,79,40,57,46,4.76837E-005,23856,1256099,304,48,124.05,Y,49,raycasting49_timing.csv,534.178131313,0,765.333181818,38.6469090909,0,726.570333333,602.870838384,0,381.875373737,81.1467676768,300.658282828,1711.0810101,,49,0.031373
../benchmarks/raycasting50,0,0,1,0,0,0,0,2,85,42,59,61,4.76837E-005,26473,1325590,322,65,127.35,Y,50,raycasting50_timing.csv,537.208414141,0,590.843030303,38.233989899,0,552.488434343,428.788939394,0,382.28720202,81.2844040404,300.931929293,1540.59767677,,50,0.031569
../benchmarks/raycasting51,0,0,1,0,0,0,1,0,82,38,49,44,0.195312,26522,1062178,239,43,133.45,Y,51,raycasting51_timing.csv,531.430515152,0,205.168616162,38.6516565657,0,166.401090909,42.70159596,0,383.094424242,82.8508787879,300.171484848,1149.28747475,,51,0.031639
../benchmarks/raycasting52,0,0,1,0,0,0,1,1,82,39,53,51,0.195312,25741,1120298,248,51,134.28,Y,52,raycasting52_timing.csv,530.891373737,0,204.229121212,38.5295353535,0,165.583464646,41.883969697,0,382.780292929,83.1078787879,299.601151515,1147.5210101,,52,0.031508
../benchmarks/raycasting53,0,0,1,0,0,0,1,2,87,42,57,66,0.195312,28039,1219564,289,68,128.69,Y,53,raycasting53_timing.csv,534.891676768,0,191.325050505,37.3798888889,0,153.82959596,30.130101011,0,381.096373737,82.0171717172,299.01130303,1138.97161616,,53,0.03171
../benchmarks/raycasting54,0,0,1,0,0,1,0,0,80,39,54,37,4.76837E-005,24557,1187633,292,38,125.96,Y,54,raycasting54_timing.csv,534.543868687,0,1006.22531313,38.5688383838,0,967.539131313,843.839636364,0,381.221444444,81.1278282828,300.022515152,1951.66333333,,54,0.031529
