ID,knob_simd,knob_compute_units,knob_xyz_loop,knob_entryid_loop,knob_entryid_num_wi,knob_hardcode_size,knob_cache_voxels,knob_xyz_loop_flat,knob_xyz_unroll,knob_entryid_unroll,knob_voxel_unroll,knob_voxel_out_unroll,knob_depth_local,knob_branch_pos,knob_unused,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,time,logic,mem,ram,dsp,fmax,verif,error,fit
../benchmarks/depth_fusion1109,1,1,1,0,64,1,2,1,1,1,1,1,0,1,1,53,25,46,31,0.136483,20.9443,11922,774183,165,39,142.53,P,N,Y
../benchmarks/depth_fusion1112,1,1,1,0,64,1,2,1,1,2,1,1,0,0,1,83,39,85,63,0.082687,12.9537,21231,1313394,320,78,133.13,P,N,Y
../benchmarks/depth_fusion1113,1,1,1,0,64,1,2,1,1,2,1,1,0,1,1,81,39,78,63,0.082687,11.9286,20727,1175300,293,78,136.68,P,N,Y
../benchmarks/depth_fusion1116,1,1,1,2,64,0,0,1,1,1,1,1,0,0,1,55,26,47,33,111.897,15.1398,11964,741636,156,41,143.98,P,N,Y
../benchmarks/depth_fusion1117,1,1,1,2,64,0,0,1,1,1,1,1,0,1,1,53,25,44,33,143.357,14.1883,12217,715940,157,41,146.34,P,N,Y
../benchmarks/depth_fusion1118,1,1,1,2,64,0,1,1,1,1,1,1,0,0,1,56,26,52,33,111.897,15.6878,12185,814510,171,41,137.74,P,N,Y
../benchmarks/depth_fusion1119,1,1,1,2,64,0,1,1,1,1,1,1,0,1,1,56,26,51,33,111.897,14.8759,12117,779230,163,41,147.53,P,N,Y
../benchmarks/depth_fusion1120,1,1,1,2,64,0,2,1,1,1,1,1,0,0,1,56,26,52,33,111.897,15.586,12198,814506,170,41,138.9,P,N,Y
../benchmarks/depth_fusion1121,1,1,1,2,64,0,2,1,1,1,1,1,0,1,1,56,26,51,33,111.897,15.1557,12072,779194,162,41,143.57,P,N,Y
../benchmarks/depth_fusion1122,1,1,1,2,64,1,0,1,1,1,1,1,0,0,1,54,25,48,31,111.897,15.2662,11531,741117,156,39,142.53,P,N,Y
../benchmarks/depth_fusion1123,1,1,1,2,64,1,0,1,1,1,1,1,0,1,1,52,25,44,31,143.357,15.2285,11805,715445,157,39,132.88,P,N,Y
../benchmarks/depth_fusion1126,1,1,1,2,64,1,1,1,1,1,1,1,0,0,1,56,26,52,31,111.897,15.2131,11790,814347,170,39,142.36,P,N,Y
../benchmarks/depth_fusion1127,1,1,1,2,64,1,1,1,1,1,1,1,0,1,1,55,26,51,31,111.897,15.1148,11659,779083,162,39,144.34,P,N,Y
../benchmarks/depth_fusion1130,1,1,1,2,64,1,2,1,1,1,1,1,0,0,1,56,26,52,31,111.897,14.8241,11755,814347,170,39,147.53,P,N,Y
../benchmarks/depth_fusion1131,1,1,1,2,64,1,2,1,1,1,1,1,0,1,1,55,26,51,31,111.897,15.047,11646,779083,162,39,145.56,P,N,Y
../benchmarks/depth_fusion1134,1,2,0,2,64,0,0,0,1,1,1,1,0,0,1,83,41,67,66,0.390625,80.0339,23849,1453064,290,82,132.89,P,N,Y
../benchmarks/depth_fusion1135,1,2,0,2,64,0,0,0,1,1,1,1,0,1,1,86,43,71,66,0.390625,72.3392,24233,1646480,320,82,132.96,P,N,Y
../benchmarks/depth_fusion1139,1,2,0,2,64,0,0,1,1,1,1,1,0,1,1,87,43,72,66,0.78125,72.8319,23587,1588488,320,82,124.51,P,N,Y
../benchmarks/depth_fusion1206,1,2,0,2,64,1,0,0,1,1,1,1,0,0,1,82,40,67,63,0.390625,79.6974,22897,1452794,290,78,137.17,P,N,Y
../benchmarks/depth_fusion1207,1,2,0,2,64,1,0,0,1,1,1,1,0,1,1,85,42,71,63,0.390625,71.9215,23307,1646186,318,78,132.62,P,N,Y
../benchmarks/depth_fusion1215,1,2,0,2,64,1,0,1,1,1,1,1,0,1,1,85,42,72,63,0.78125,72.2387,22766,1587690,320,78,126.0,P,N,Y
../benchmarks/depth_fusion1351,1,2,1,2,64,0,0,1,1,1,1,1,0,1,1,90,43,81,66,143.357,11.8042,22343,1180232,274,82,134.12,P,N,Y
../benchmarks/depth_fusion1357,1,2,1,2,64,1,0,1,1,1,1,1,0,1,1,89,43,81,63,143.357,11.8147,21494,1179242,274,78,136.94,P,N,Y
