ID_x,knob_sdf_local,knob_hardcode_size,knob_depth_local,knob_entryid_loop,knob_xyz_loop,knob_voxel_cache,knob_entryid_unroll,knob_xyz_flat,knob_xyz_unroll,knob_voxel_unroll,knob_voxel_out_unroll,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/combined96,0,1,0,0,0,1,1,1,1,2,1,76,40,72,48,0.000147422,20863,1121560,246,58,133.12,Y,96,combined96_timing.csv,525.231676768,0,129.800585859,0,0,129.760545455,0,5498.1789899,96.3240505051,5401.75424242,6184.11727273,,96,0.056298
../benchmarks/combined97,0,1,0,0,0,1,1,1,1,2,2,76,40,73,48,0.000132687,20762,1119813,247,58,127.86,Y,97,combined97_timing.csv,526.688828283,0,129.77030303,0,0,129.730656566,0,5687.97888889,94.7041414141,5593.17494949,6375.84878788,,97,0.05641
../benchmarks/combined119,0,1,0,0,0,2,1,0,1,1,2,83,43,99,48,0.000044364,23085,1496477,344,58,129.9,Y,119,combined119_timing.csv,526.395626263,0,131.837575758,0,0,131.798818182,0,6277.52878788,90.1164747475,6187.31818182,6967.05727273,,119,0.05624
../benchmarks/combined120,0,1,0,0,0,2,1,0,1,2,1,84,44,98,48,4.14064E-005,23153,1498246,340,58,132.97,Y,120,combined120_timing.csv,527.346747475,0,130.243525253,0,0,130.205262626,0,6149.93555556,93.8775757576,6055.95848485,6838.67141414,,120,0.05624
../benchmarks/combined121,0,1,0,0,0,2,1,0,1,2,2,83,44,99,48,4.13902E-005,23056,1494109,343,58,136.68,Y,121,combined121_timing.csv,528.777343434,0,134.372878788,0,0,134.335383838,0,5957.15272727,85.6642323232,5871.3989899,6651.54676768,,121,0.056505
../benchmarks/combined126,0,1,0,0,0,2,1,1,1,1,1,71,36,75,48,0.000165838,21083,1613155,313,58,136.59,Y,126,combined126_timing.csv,533.940666667,0,133.971080808,0,0,133.935060606,0,5345.91292929,89.515959596,5256.30212121,6045.12444444,,126,0.056341
../benchmarks/combined127,0,1,0,0,0,2,1,1,1,1,2,70,35,68,48,0.000147422,20756,1342237,275,58,119.41,Y,127,combined127_timing.csv,529.896888889,0,132.788181818,0,0,132.750565657,0,6075.79030303,88.5261919192,5987.17,6769.66535354,,127,0.056522
../benchmarks/combined128,0,1,0,0,0,2,1,1,1,2,1,71,36,67,48,0.000147422,21152,1345412,277,58,131.16,Y,128,combined128_timing.csv,527.459717172,0,132.867232323,0,0,132.83059596,0,5556.67030303,86.0149191919,5470.52959596,6248.08929293,,128,0.056483
../benchmarks/combined129,0,1,0,0,0,2,1,1,1,2,2,70,35,68,48,0.000132687,21035,1341233,279,58,137.28,Y,129,combined129_timing.csv,534.441161616,0,132.249575758,0,0,132.212393939,0,5301.96444444,89.9423232323,5211.92616162,6001.26414141,,129,0.056483
../benchmarks/combined150,0,1,0,0,1,0,1,0,1,1,1,70,34,62,48,0.0908673,18920,994749,223,58,137.13,Y,150,combined150_timing.csv,514.959858586,0,131.863878788,0,0,131.826585859,0,176.899858586,93.6576868687,83.1612727273,854.982323232,,150,0.053325
../benchmarks/combined152,0,1,0,0,1,1,1,0,1,1,1,72,35,67,48,0.0908673,19265,1041435,236,58,132.55,Y,152,combined152_timing.csv,513.192080808,0,131.32330303,0,0,131.284363636,0,180.768393939,97.0487171717,83.6372121212,855.926060606,,152,0.053361
../benchmarks/combined154,0,1,0,0,1,2,1,0,1,1,1,72,35,67,48,0.0908673,19265,1041435,236,58,132.55,Y,154,combined154_timing.csv,512.900171717,0,133.289161616,0,0,133.251979798,0,176.865656566,93.1972525253,83.588979798,854.332020202,,154,0.052923
